"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","tablescraper-selected-row href 3","tablescraper-selected-row 7","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8","tablescraper-selected-row 9"
"354","Eta Alpha","April 2, 1970","Paine College","https://en.wikipedia.org/wiki/Paine_College","Augusta","https://en.wikipedia.org/wiki/Augusta,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"355","","","University of Wisconsin–Platteville","https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Platteville","Platteville","https://en.wikipedia.org/wiki/Platteville,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Inactive","","","","","Eta Beta","1970–xxxx ?"
"356","Eta Gamma","May 15, 1970","Prairie View A&M University","https://en.wikipedia.org/wiki/Prairie_View_A%26M_University","Prairie View","https://en.wikipedia.org/wiki/Prairie_View,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"357","Eta Delta","April 17, 1970","University of Miami","https://en.wikipedia.org/wiki/University_of_Miami","Coral Gables","https://en.wikipedia.org/wiki/Coral_Gables,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"358 ?","Eta Epsilon","April 19, 1970","University of North Texas","https://en.wikipedia.org/wiki/University_of_North_Texas","Denton","https://en.wikipedia.org/wiki/Denton,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"359","Eta Zeta","May 13, 1970","Bowie State College","https://en.wikipedia.org/wiki/Bowie_State_University","Prince George's County","https://en.wikipedia.org/wiki/Prince_George%27s_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","","",""
"360","Eta Eta","August 31, 1970","Western Illinois University","https://en.wikipedia.org/wiki/Western_Illinois_University","Macomb","https://en.wikipedia.org/wiki/Macomb,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","30","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-67","[","]","",""
"361","","","East Central University","https://en.wikipedia.org/wiki/East_Central_University","Ada","https://en.wikipedia.org/wiki/Ada,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Inactive","","","","","Eta Theta","1971–xxxx ?"
"362","Eta Iota","January 29, 1971","Voorhees University","https://en.wikipedia.org/wiki/Voorhees_University","Denmark","https://en.wikipedia.org/wiki/Denmark,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"363","Eta Kappa","April 23, 1971","Louisiana Tech University","https://en.wikipedia.org/wiki/Louisiana_Tech_University","Ruston","https://en.wikipedia.org/wiki/Ruston,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","",""
"364","Eta Mu","April 17, 1971","University of Houston","https://en.wikipedia.org/wiki/University_of_Houston","Houston","https://en.wikipedia.org/wiki/Houston","Texas","https://en.wikipedia.org/wiki/Texas","Active","31","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-68","[","]","",""
"365","","April 3, 1971","East Carolina University","https://en.wikipedia.org/wiki/East_Carolina_University","Greenville","https://en.wikipedia.org/wiki/Greenville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Inactive","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","Eta Nu","– xxxx ?"
"366","","February 20, 1971","Detroit","https://en.wikipedia.org/wiki/Detroit","Michigan","https://en.wikipedia.org/wiki/Michigan","","","Inactive","","","","","Eta Xi","–xxxx ?"
"367","Eta Omicron","April 7, 1971","North Carolina State University","https://en.wikipedia.org/wiki/North_Carolina_State_University","Raleigh","https://en.wikipedia.org/wiki/Raleigh,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"368","Eta Pi","June 17, 1971","University of Wisconsin–Oshkosh","https://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Oshkosh","Oshkosh","https://en.wikipedia.org/wiki/Oshkosh,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","",""
"369","Eta Rho","March 25, 1972","Western Kentucky University","https://en.wikipedia.org/wiki/Western_Kentucky_University","Bowling Green","https://en.wikipedia.org/wiki/Bowling_Green,_Kentucky","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","","",""
"370","Eta Sigma","January 1, 1972","San Diego State University","https://en.wikipedia.org/wiki/San_Diego_State_University","San Diego","https://en.wikipedia.org/wiki/San_Diego","California","https://en.wikipedia.org/wiki/California","Active","32","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-69","[","]","",""
"371","Eta Tau","October 9, 1971","Illinois State University","https://en.wikipedia.org/wiki/Illinois_State_University","Normal","https://en.wikipedia.org/wiki/Normal,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","33","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-70","[","]","",""
"372 ?","Eta Upsilon","January 13, 1972","Texas Tech University","https://en.wikipedia.org/wiki/Texas_Tech_University","Lubbock","https://en.wikipedia.org/wiki/Lubbock,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"373 ?","Eta Phi","November 11, 1971","University of Tennessee at Chattanooga","https://en.wikipedia.org/wiki/University_of_Tennessee_at_Chattanooga","Chattanooga","https://en.wikipedia.org/wiki/Chattanooga,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","","",""
"374","Eta Chi","November 15, 1971","University of Louisiana at Monroe","https://en.wikipedia.org/wiki/University_of_Louisiana_at_Monroe","Monroe","https://en.wikipedia.org/wiki/Monroe,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","",""
"375 ?","Eta Psi","November 15, 1972","Texas Christian University","https://en.wikipedia.org/wiki/Texas_Christian_University","Fort Worth","https://en.wikipedia.org/wiki/Fort_Worth,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"376 ?","Theta Alpha","","Jarvis Christian College","https://en.wikipedia.org/wiki/Jarvis_Christian_University","Wood County","https://en.wikipedia.org/wiki/Wood_County,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","","1972"
"377 ?","Theta Beta","","Columbus State University","https://en.wikipedia.org/wiki/Columbus_State_University","Columbus","https://en.wikipedia.org/wiki/Columbus,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","1972"
"378","Theta Gamma","March 4, 1972","University of South Florida","https://en.wikipedia.org/wiki/University_of_South_Florida","Tampa","https://en.wikipedia.org/wiki/Tampa,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"379","Theta Delta","February 12, 1972","University of South Alabama","https://en.wikipedia.org/wiki/University_of_South_Alabama","Mobile","https://en.wikipedia.org/wiki/Mobile,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"380","Theta Epsilon","May 5, 1972","St. John's University","https://en.wikipedia.org/wiki/St._John%27s_University_(New_York_City)","Jamaica, Queens","https://en.wikipedia.org/wiki/Jamaica,_Queens","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"381","Theta Zeta","","Dartmouth College","https://en.wikipedia.org/wiki/Dartmouth_College","Hanover","https://en.wikipedia.org/wiki/Hanover,_New_Hampshire","New Hampshire","https://en.wikipedia.org/wiki/New_Hampshire","Active","","","","","","1972"
"382 ?","","","University of California, Davis","https://en.wikipedia.org/wiki/University_of_California,_Davis","Davis","https://en.wikipedia.org/wiki/Davis,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Theta Eta","1972–xxxx ?"
"383","Theta Theta","","McNeese State University","https://en.wikipedia.org/wiki/McNeese_State_University","Lake Charles","https://en.wikipedia.org/wiki/Lake_Charles,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","1973"
"384","","","Virginia Tech","https://en.wikipedia.org/wiki/Virginia_Tech","Blacksburg","https://en.wikipedia.org/wiki/Blacksburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Inactive","","","","","Theta Iota","1973–xxxx ?"
"385","Theta Kappa","","Henderson State University","https://en.wikipedia.org/wiki/Henderson_State_University","Arkadelphia","https://en.wikipedia.org/wiki/Arkadelphia,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","","1973"
"386 ?","Theta Mu","April 14, 1973","Sam Houston State University","https://en.wikipedia.org/wiki/Sam_Houston_State_University","Huntsville","https://en.wikipedia.org/wiki/Huntsville,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","34","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-72","[","]","",""
"387","Theta Nu","","University of South Carolina","https://en.wikipedia.org/wiki/University_of_South_Carolina","Columbia","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","","1973"
"388","Theta Xi","January 6, 1973","Ball State University","https://en.wikipedia.org/wiki/Ball_State_University","Muncie","https://en.wikipedia.org/wiki/Muncie,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","35","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-73","[","]","",""
"389","Theta Omicron","May 7, 1973","Millikin University","https://en.wikipedia.org/wiki/Millikin_University","Decatur","https://en.wikipedia.org/wiki/Decatur,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","36","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-74","[","]","",""
"390","","","Austin Peay State University","https://en.wikipedia.org/wiki/Austin_Peay_State_University","Clarksville","https://en.wikipedia.org/wiki/Clarksville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Theta Pi","1973–xxxx ?"
"391","Theta Rho","","Virginia Commonwealth University","https://en.wikipedia.org/wiki/Virginia_Commonwealth_University","Richmond","https://en.wikipedia.org/wiki/Richmond,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","","1973"
"392","Theta Sigma","August 9, 1973","University of Florida","https://en.wikipedia.org/wiki/University_of_Florida","Gainesville","https://en.wikipedia.org/wiki/Gainesville,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","37","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-75","[","]","",""
"393","Theta Tau","","University of Michigan–Flint","https://en.wikipedia.org/wiki/University_of_Michigan%E2%80%93Flint","Kettering University","https://en.wikipedia.org/wiki/Kettering_University","Baker College","https://en.wikipedia.org/wiki/Baker_College","Active","","","","","Michigan","1973"
"394","Theta Upsilon","","Arkansas State University","https://en.wikipedia.org/wiki/Arkansas_State_University","Jonesboro","https://en.wikipedia.org/wiki/Jonesboro,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","","1973"
"395 ?","Theta Phi","","University of New Orleans","https://en.wikipedia.org/wiki/University_of_New_Orleans","New Orleans","https://en.wikipedia.org/wiki/New_Orleans","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","1973"
"396","Theta Chi","","Northwestern State University","https://en.wikipedia.org/wiki/Northwestern_State_University","Natchitoches","https://en.wikipedia.org/wiki/Natchitoches,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","1973"
"397","","","University of Central Arkansas","https://en.wikipedia.org/wiki/University_of_Central_Arkansas","Conway","https://en.wikipedia.org/wiki/Conway,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Inactive","","","","","Theta Psi","1973–xxxx ?"
"398","Iota Alpha","","Washington and Lee University","https://en.wikipedia.org/wiki/Washington_and_Lee_University","George Mason University","https://en.wikipedia.org/wiki/George_Mason_University","Lexington","https://en.wikipedia.org/wiki/Lexington,_Virginia","Active","","","","","","1973"
"399","Iota Beta","","University of Virginia","https://en.wikipedia.org/wiki/University_of_Virginia","Charlottesville","https://en.wikipedia.org/wiki/Charlottesville,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","","1973"
"400","","","Rust College","https://en.wikipedia.org/wiki/Rust_College","Holly Springs","https://en.wikipedia.org/wiki/Holly_Springs,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Inactive","","","","","Iota Gamma","1973–xxxx ?"
"401","Iota Delta","","Florida State University","https://en.wikipedia.org/wiki/Florida_State_University","Tallahassee","https://en.wikipedia.org/wiki/Tallahassee,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","","1974"
"402","Iota Epsilon","","Grand Valley State University","https://en.wikipedia.org/wiki/Grand_Valley_State_University","Allendale","https://en.wikipedia.org/wiki/Allendale,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","","","","","","1974"
"403","Iota Zeta","","University of Maryland, College Park","https://en.wikipedia.org/wiki/University_of_Maryland,_College_Park","College Park","https://en.wikipedia.org/wiki/College_Park,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","","","","","","1974"
"404","Iota Eta","","Mercer University","https://en.wikipedia.org/wiki/Mercer_University","Macon","https://en.wikipedia.org/wiki/Macon,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","1974"
"405","","","Calumet College of St. Joseph","https://en.wikipedia.org/wiki/Calumet_College_of_St._Joseph","Whiting","https://en.wikipedia.org/wiki/Whiting,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Inactive","","","","","Iota Theta","1974–xxxx ?"
"406","Iota Iota","","The College of New Jersey","https://en.wikipedia.org/wiki/The_College_of_New_Jersey","Ewing Township","https://en.wikipedia.org/wiki/Ewing_Township,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","","1974"
"407 ?","Iota Kappa","","Paul Quinn College","https://en.wikipedia.org/wiki/Paul_Quinn_College","Dallas","https://en.wikipedia.org/wiki/Dallas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","","1974"
"408 ?","Iota Mu","","Stephen F. Austin State University","https://en.wikipedia.org/wiki/Stephen_F._Austin_State_University","Nacogdoches","https://en.wikipedia.org/wiki/Nacogdoches,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","","1974"
"409","","October 11, 1974","University of Alabama at Birmingham","https://en.wikipedia.org/wiki/University_of_Alabama_at_Birmingham","Birmingham","https://en.wikipedia.org/wiki/Birmingham,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Inactive","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","Iota Nu","– xxxx ?"
"410","Iota Xi","","Truman State University","https://en.wikipedia.org/wiki/Truman_State_University","Kirksville","https://en.wikipedia.org/wiki/Kirksville,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","","1974"
"411","Upsilon Mu","","Southern Methodist University","https://en.wikipedia.org/wiki/Southern_Methodist_University","Dallas","https://en.wikipedia.org/wiki/Dallas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive,  Reestablished","38","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:30-76","[","]","Iota Omicron","1974–2005"
"412","","April 8, 1974","Southern Illinois University Edwardsville","https://en.wikipedia.org/wiki/Southern_Illinois_University_Edwardsville","Edwardsville","https://en.wikipedia.org/wiki/Edwardsville,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive","39","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-78","[","]","Iota Pi","– xxxx ?"
"413","Iota Rho","","New Jersey Institute of Technology","https://en.wikipedia.org/wiki/New_Jersey_Institute_of_Technology","Bloomfield College","https://en.wikipedia.org/wiki/Bloomfield_College","Montclair State University","https://en.wikipedia.org/wiki/Montclair_State_University","Active","an","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-79","[","]","Newark","1974"
"414","Iota Sigma","","Millersville","https://en.wikipedia.org/wiki/Millersville,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","","","Active","","","","","","1974"
"415 ?","Iota Tau","","Washington State University","https://en.wikipedia.org/wiki/Washington_State_University","Pullman","https://en.wikipedia.org/wiki/Pullman,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","","","1974"
"416 ?","","","Utah State University","https://en.wikipedia.org/wiki/Utah_State_University","Logan","https://en.wikipedia.org/wiki/Logan,_Utah","Utah","https://en.wikipedia.org/wiki/Utah","Inactive","","","","","Iota Upsilon","1974–xxxx ?"
"417","","","University of Mount Union","https://en.wikipedia.org/wiki/University_of_Mount_Union","Alliance","https://en.wikipedia.org/wiki/Alliance,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Inactive","","","","","Iota Phi","1974–xxxx ?"
"419 ?","","","University of Redlands","https://en.wikipedia.org/wiki/University_of_Redlands","Redlands","https://en.wikipedia.org/wiki/Redlands,_California","California","https://en.wikipedia.org/wiki/California","Inactive","","","","","Iota Chi","1974–xxxx ?"
"418","Iota Psi","August 5, 1974","California State Polytechnic University, Pomona","https://en.wikipedia.org/wiki/California_State_Polytechnic_University,_Pomona","Pomona","https://en.wikipedia.org/wiki/Pomona,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"420","Kappa Alpha","December 2, 1974","University of Alabama","https://en.wikipedia.org/wiki/University_of_Alabama","Tuscaloosa","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"421 ?","Kappa Beta","","Mississippi State University","https://en.wikipedia.org/wiki/Mississippi_State_University","Starkville","https://en.wikipedia.org/wiki/Starkville,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","","","1974"
"422","Kappa Gamma","January 17, 1975","University of North Alabama","https://en.wikipedia.org/wiki/University_of_North_Alabama","Florence","https://en.wikipedia.org/wiki/Florence,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"423","Kappa Delta","","University of Connecticut","https://en.wikipedia.org/wiki/University_of_Connecticut","Trinity College","https://en.wikipedia.org/wiki/Trinity_College_(Connecticut)","Eastern Connecticut State University","https://en.wikipedia.org/wiki/Eastern_Connecticut_State_University","Active","","","","","","1975"
"424","Kappa Epsilon","","Cameron University","https://en.wikipedia.org/wiki/Cameron_University","Lawton","https://en.wikipedia.org/wiki/Lawton,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","","","","","","1975"
"425","Kappa Zeta","February 17, 1975","Pace University","https://en.wikipedia.org/wiki/Pace_University","New York City","https://en.wikipedia.org/wiki/New_York_City","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","",""
"426","","","University of Memphis","https://en.wikipedia.org/wiki/University_of_Memphis","Memphis","https://en.wikipedia.org/wiki/Memphis,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Kappa Eta","1975–xxxx ?"
"427","Kappa Theta","","Vanderbilt University","https://en.wikipedia.org/wiki/Vanderbilt_University","Nashville","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","","","1975"
"428","Kappa Iota","April 15, 1975","Southern Arkansas University","https://en.wikipedia.org/wiki/Southern_Arkansas_University","Magnolia","https://en.wikipedia.org/wiki/Magnolia,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","",""
"429","Kappa Kappa","April 27, 1975","University of Arkansas","https://en.wikipedia.org/wiki/University_of_Arkansas","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","",""
"430","Kappa Mu","March 22, 1975","Nicholls State University","https://en.wikipedia.org/wiki/Nicholls_State_University","Thibodaux","https://en.wikipedia.org/wiki/Thibodaux,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","",""
"431 ?","Kappa Nu","March 22, 1975","Southeastern Louisiana University","https://en.wikipedia.org/wiki/Southeastern_Louisiana_University","Hammond","https://en.wikipedia.org/wiki/Hammond,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","40","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-81","[","]","",""
"432","Kappa Xi","March 25, 1975","Middle Tennessee State University","https://en.wikipedia.org/wiki/Middle_Tennessee_State_University","Murfreesboro","https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","",""
"433","Kappa Omicron","December 7, 1975","Duke University","https://en.wikipedia.org/wiki/Duke_University","Durham","https://en.wikipedia.org/wiki/Durham,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"434","Kappa Pi","May 31, 1975","College of William & Mary","https://en.wikipedia.org/wiki/College_of_William_%26_Mary","Williamsburg","https://en.wikipedia.org/wiki/Williamsburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","",""
"435","","April 17, 1975","LIU Post","https://en.wikipedia.org/wiki/LIU_Post","Brookville","https://en.wikipedia.org/wiki/Brookville,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Inactive","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","Kappa Rho","– xxxx ?"
"436 ?","Rho Mu","","West Texas A&M University","https://en.wikipedia.org/wiki/West_Texas_A%26M_University","Canyon","https://en.wikipedia.org/wiki/Canyon,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive,  Reestablished","ap","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-83","[","]","Kappa Sigma","1975–xxxx ?"
"437 ?","Kappa Tau","April 15, 1976","Kansas State University","https://en.wikipedia.org/wiki/Kansas_State_University","Manhattan","https://en.wikipedia.org/wiki/Manhattan,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","42","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-84","[","]","",""
"438 ?","","","Edward Waters University","https://en.wikipedia.org/wiki/Edward_Waters_University","Jacksonville","https://en.wikipedia.org/wiki/Jacksonville,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","","Kappa Upsilon","1975–xxxx ?"
"439 ?","","","University of Liberia","https://en.wikipedia.org/wiki/University_of_Liberia","Monrovia","https://en.wikipedia.org/wiki/Monrovia","Liberia","https://en.wikipedia.org/wiki/Liberia","Inactive","","","","","Kappa Phi","1975–xxxx ?"
"440","Kappa Chi","December 20, 1975","Francis Marion University","https://en.wikipedia.org/wiki/Francis_Marion_University","Florence","https://en.wikipedia.org/wiki/Florence,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","",""
"441 ?","Kappa Psi","","University of Arkansas at Little Rock","https://en.wikipedia.org/wiki/University_of_Arkansas_at_Little_Rock","Little Rock","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","","1976"
"442 ?","Mu Alpha","","Emory University","https://en.wikipedia.org/wiki/Emory_University","Atlanta","https://en.wikipedia.org/wiki/Atlanta","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","1976"
"443 ?","","","University of Tennessee at Martin","https://en.wikipedia.org/wiki/University_of_Tennessee_at_Martin","Martin","https://en.wikipedia.org/wiki/Martin,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Mu Beta","1976–xxxx ?"
"444 ?","Mu Gamma","","Georgia College & State University","https://en.wikipedia.org/wiki/Georgia_College_%26_State_University","Milledgeville","https://en.wikipedia.org/wiki/Milledgeville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","1976"
"445 ?","Mu Delta","","Georgia Southwestern State University","https://en.wikipedia.org/wiki/Georgia_Southwestern_State_University","Americus","https://en.wikipedia.org/wiki/Americus,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","","1976"
"446 ?","","","Carthage College","https://en.wikipedia.org/wiki/Carthage_College","Kenosha","https://en.wikipedia.org/wiki/Kenosha,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Inactive","","","","","Mu Epsilon","1976–xxxx ?"
"447 ?","Mu Zeta","April 15, 1976","University of North Carolina at Chapel Hill","https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Chapel_Hill","Chapel Hill","https://en.wikipedia.org/wiki/Chapel_Hill,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"448 ?","Mu Eta","April 26, 1976","Arizona State University","https://en.wikipedia.org/wiki/Arizona_State_University","Tempe","https://en.wikipedia.org/wiki/Tempe,_Arizona","Arizona","https://en.wikipedia.org/wiki/Arizona","Active","","","","","",""
"449","","May 21, 1976","University of West Florida","https://en.wikipedia.org/wiki/University_of_West_Florida","Pensacola","https://en.wikipedia.org/wiki/Pensacola,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","","Mu Theta",""
"450 ?","","","University of Tennessee","https://en.wikipedia.org/wiki/University_of_Tennessee","Knoxville","https://en.wikipedia.org/wiki/Knoxville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","","","","","Mu Iota","1976–xxxx ?"
"451 ?","Mu Kappa","","University of California, Santa Barbara","https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara","Santa Barbara","https://en.wikipedia.org/wiki/Santa_Barbara,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","","1976"
"34","","","Drake University","https://en.wikipedia.org/wiki/Drake_University","Des Moines","https://en.wikipedia.org/wiki/Des_Moines,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Inactive","","","","","Alpha Nu","1976–xxxx ?"
