"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8"
"Pi Omicron Zeta","January 16, 1997","Sykesville","https://en.wikipedia.org/wiki/Sykesville,_Maryland","Carroll County","https://en.wikipedia.org/wiki/Carroll_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Rho Omicron Zeta","January 1, 2000","Staten Island","https://en.wikipedia.org/wiki/Staten_Island","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","329","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-386","[","]",""
"Sigma Omicron Zeta","March 24, 2002","Lawrenceville","https://en.wikipedia.org/wiki/Lawrenceville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","330","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-387","[","]",""
"Tau Omicron Zeta","April 12, 2004","Hephzibah","https://en.wikipedia.org/wiki/Hephzibah,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Upsilon Omicron Zeta","December 12, 2005","South Bend","https://en.wikipedia.org/wiki/South_Bend,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","331","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-388","[","]",""
"Phi Omicron Zeta","March 7, 2008","Covington","https://en.wikipedia.org/wiki/Covington,_Georgia","Conyers","https://en.wikipedia.org/wiki/Conyers,_Georgia","Active","332","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-389","[","]","Georgia"
"Chi Omicron Zeta","","Virginia Beach","https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Psi Omicron Zeta","November 6, 2010","Manassas","https://en.wikipedia.org/wiki/Manassas,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","333","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-390","[","]",""
"Omega Omicron Zeta","December 2, 1912","Brevard County","https://en.wikipedia.org/wiki/Brevard_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","334","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-391","[","]",""
"Alpha Pi Zeta","February 27, 1939","San Antonio","https://en.wikipedia.org/wiki/San_Antonio","Texas","https://en.wikipedia.org/wiki/Texas","Active","335","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-392","[","]",""
"Beta Pi Zeta","October 15, 1946","Sumter","https://en.wikipedia.org/wiki/Sumter,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"","","Martin","https://en.wikipedia.org/wiki/Marlin,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Gamma Pi Zeta"
"Delta Pi Zeta","","Ahoskie","https://en.wikipedia.org/wiki/Ahoskie,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"","","Anniston","https://en.wikipedia.org/wiki/Anniston,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Epsilon Pi Zeta"
"Zeta Pi Zeta","January 1965","Portsmouth","https://en.wikipedia.org/wiki/Portsmouth,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","336","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-393","[","]",""
"Eta Pi Zeta","November 11, 1973","Silver Spring","https://en.wikipedia.org/wiki/Silver_Spring,_Maryland","Montgomery County","https://en.wikipedia.org/wiki/Montgomery_County,_Maryland","Active","220","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:13-272","[","]","Maryland"
"Theta Pi Zeta","","Itta Bena","https://en.wikipedia.org/wiki/Itta_Bena,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Iota Pi Zeta","June 23, 1979","Poughkeepsie","https://en.wikipedia.org/wiki/Poughkeepsie,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","338","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-395","[","]",""
"","","","","","","Inactive","","","","","Kappa Pi Zeta"
"Lambda Pi Zeta","","Carson","https://en.wikipedia.org/wiki/Carson,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Mu Pi Zeta","November 19, 1983","Beaufort","https://en.wikipedia.org/wiki/Beaufort,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","339","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-396","[","]",""
"Nu Pi Zeta","","Forest","https://en.wikipedia.org/wiki/Forest,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Xi Pi Zeta","","Davenport","https://en.wikipedia.org/wiki/Davenport,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Active","","","","",""
"Omicron Pi Zeta","June 26, 1993","Okaloosa County","https://en.wikipedia.org/wiki/Okaloosa_County,_Florida","Santa Rosa County","https://en.wikipedia.org/wiki/Santa_Rosa_County,_Florida","Active","","","","","Florida"
"Pi Pi Zeta","January 30, 1997","Henderson","https://en.wikipedia.org/wiki/Henderson,_Nevada","Nevada","https://en.wikipedia.org/wiki/Nevada","Active","","","","",""
"Rho Pi Zeta","","Liberty","https://en.wikipedia.org/wiki/Liberty,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","","","","",""
"Sigma Pi Zeta","","Detroit","https://en.wikipedia.org/wiki/Detroit","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Tau Pi Zeta","","Riverview","https://en.wikipedia.org/wiki/Riverview,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Upsilon Pi Zeta","","West Memphis","https://en.wikipedia.org/wiki/West_Memphis,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Phi Pi Zeta","","Douglasville","https://en.wikipedia.org/wiki/Douglasville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","340","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-397","[","]",""
"Chi Pi Zeta","May 19, 2009","Hinesville","https://en.wikipedia.org/wiki/Hinesville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Psi Pi Zeta","","Huntington","https://en.wikipedia.org/wiki/Huntington,_West_Virginia","West Virginia","https://en.wikipedia.org/wiki/West_Virginia","Active","","","","",""
"Omega Pi Zeta","November 9, 2012","Evanston","https://en.wikipedia.org/wiki/Evanston,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","341","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-398","[","]",""
"Alpha Rho Zeta","","Montgomery","https://en.wikipedia.org/wiki/Montgomery,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Beta Rho Zeta","","Fort Valley","https://en.wikipedia.org/wiki/Fort_Valley,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Gamma Rho Zeta","","Manatee County","https://en.wikipedia.org/wiki/Manatee_County,_Florida","Sarasota County","https://en.wikipedia.org/wiki/Sarasota_County,_Florida","Active","","","","","Florida"
"Delta Rho Zeta","","Kinston","https://en.wikipedia.org/wiki/Kinston,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Epsilon Rho Zeta","","Bear","https://en.wikipedia.org/wiki/Bear,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","","","","",""
"Zeta Rho Zeta","","Wilmington","https://en.wikipedia.org/wiki/Wilmington,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Eta Rho Zeta","","Lumpkin","https://en.wikipedia.org/wiki/Lumpkin,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Theta Rho Zeta","","Lansing","https://en.wikipedia.org/wiki/Lansing,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"","","","","","","Inactive","","","","","Iota Rho Zeta"
"Kappa Rho Zeta","","Highland Park","https://en.wikipedia.org/wiki/Highland_Park,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Lambda Rho Zeta","","Pontiac","https://en.wikipedia.org/wiki/Pontiac,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Mu Rho Zeta","February 6, 1984","Akron","https://en.wikipedia.org/wiki/Akron,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","342","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:39-399","[","]","Epsilon Upsilon Zeta first"
"","","","","","","Inactive","","","","","Nu Rho Zeta"
"Xi Rho Zeta","","Mountain Home","https://en.wikipedia.org/wiki/Mountain_Home,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"Omicron Rho Zeta","","Inglewood","https://en.wikipedia.org/wiki/Inglewood,_California","California","https://en.wikipedia.org/wiki/California","Active","343","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-401","[","]",""
"Pi Rho Zeta","","Grand Rapids","https://en.wikipedia.org/wiki/Grand_Rapids,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","225","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:28-277","[","]",""
"Rho Rho Zeta","","Cumberland County","https://en.wikipedia.org/wiki/Cumberland_County,_New_Jersey","Salem County","https://en.wikipedia.org/wiki/Salem_County,_New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]","New Jersey"
"Sigma Rho Zeta","June 1, 2002","Cary","https://en.wikipedia.org/wiki/Cary,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","344","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-402","[","]",""
"Tau Rho Zeta","","Conway","https://en.wikipedia.org/wiki/Conway,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Upsilon Rho Zeta","","Bamberg","https://en.wikipedia.org/wiki/Bamberg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Phi Rho Zeta","","Roanoke Rapids","https://en.wikipedia.org/wiki/Roanoke_Rapids,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Chi Rho Zeta","","Sicklerville","https://en.wikipedia.org/wiki/Sicklerville,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
"Psi Rho Zeta","","Forsyth","https://en.wikipedia.org/wiki/Forsyth,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Omega Rho Zeta","December 1, 2012","Marana","https://en.wikipedia.org/wiki/Marana,_Arizona","Arizona","https://en.wikipedia.org/wiki/Arizona","Active","345","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-403","[","]",""
"Alpha Sigma Zeta","","Birmingham","https://en.wikipedia.org/wiki/Birmingham,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Beta Sigma Zeta","","Tampa","https://en.wikipedia.org/wiki/Tampa,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Alpha Psi Zeta","","Los Angeles","https://en.wikipedia.org/wiki/Los_Angeles","California","https://en.wikipedia.org/wiki/California","Merged","28","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:9-41","[","]","Gamma Sigma Zeta"
"","","Amarillo","https://en.wikipedia.org/wiki/Amarillo,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","196","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:23-247","[","]","Gamma Sigma Zeta"
"Delta Sigma Zeta","September 21, 1974","Alachua County","https://en.wikipedia.org/wiki/Alachua_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","346","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-405","[","]",""
"","","","","","","Inactive","","","","","Epsilon Sigma Zeta"
"Zeta Sigma Zeta","April 17, 1966","Valdosta","https://en.wikipedia.org/wiki/Valdosta,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","347","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-406","[","]",""
"Eta Sigma Zeta","March 23, 1974","Little Rock","https://en.wikipedia.org/wiki/Little_Rock,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Theta Sigma Zeta","","Cuthbert","https://en.wikipedia.org/wiki/Cuthbert,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Iota Sigma Zeta","","New Bern","https://en.wikipedia.org/wiki/New_Bern,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Kappa Sigma Zeta","February 18, 1981","Springfield","https://en.wikipedia.org/wiki/Springfield,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","348","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-407","[","]",""
"","","","","","","Inactive","","","","","Lambda Sigma Zeta"
"Mu Sigma Zeta","","San Diego","https://en.wikipedia.org/wiki/San_Diego","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Nu Sigma Zeta","May 8, 1987","Harrisburg","https://en.wikipedia.org/wiki/Harrisburg,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","349","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-408","[","]",""
"Xi Sigma Zeta","","Forrest City","https://en.wikipedia.org/wiki/Forrest_City,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","",""
"Omicron Sigma Zeta","September 5, 1993","Baton Rouge","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","350","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-409","[","]",""
"Pi Sigma Zeta","August 6, 1997","Cincinnati","https://en.wikipedia.org/wiki/Cincinnati","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","351","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-410","[","]",""
"Rho Sigma Zeta","","Erie","https://en.wikipedia.org/wiki/Erie,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","352","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-411","[","]",""
"","","Hudson County","https://en.wikipedia.org/wiki/Hudson_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Inactive","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]","Sigma Sigma Zeta"
"Tau Sigma Zeta","","Fresno","https://en.wikipedia.org/wiki/Fresno,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Upsilon Sigma Zeta","","Leesville","https://en.wikipedia.org/wiki/Leesville,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Phi Sigma Zeta","","Camilla","https://en.wikipedia.org/wiki/Camilla,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Chi Sigma Zeta","","Johnson City","https://en.wikipedia.org/wiki/Johnson_City,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"Psi Sigma Zeta","","Germantown","https://en.wikipedia.org/wiki/Germantown,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","",""
"Omega Sigma Zeta","","Carthage","https://en.wikipedia.org/wiki/Carthage,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Alpha Tau Zeta","","Galveston","https://en.wikipedia.org/wiki/Galveston,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"Beta Tau Zeta","February 24, 1946","Miami","https://en.wikipedia.org/wiki/Miami","Miami-Dade County","https://en.wikipedia.org/wiki/Miami-Dade_County,_Florida","Active","353","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-412","[","]","Florida"
"Gamma Tau Zeta","November 20, 1948","Pensacola","https://en.wikipedia.org/wiki/Pensacola,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"Delta Tau Zeta","","Kingstree","https://en.wikipedia.org/wiki/Kingstree,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Epsilon Tau Zeta","","Macon","https://en.wikipedia.org/wiki/Macon,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","",""
"Zeta Tau Zeta","June 20, 1966","Chicago","https://en.wikipedia.org/wiki/Chicago","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","201","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:41-252","[","]","Beta Iota Zeta first"
"","","","","","","Inactive","","","","","Eta Tau Zeta"
"","","","","","","Inactive","","","","","Theta Tau Zeta"
"Iota Tau Zeta","","Elloree","https://en.wikipedia.org/wiki/Elloree,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","",""
"Kappa Tau Zeta","","Greenville","https://en.wikipedia.org/wiki/Greenville,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"","","","","","","Inactive","","","","","Lambda Tau Zeta"
"Mu Tau Zeta","April 26, 1984","Speedway","https://en.wikipedia.org/wiki/Speedway,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","","","","",""
"Nu Tau Zeta","","Kernersville","https://en.wikipedia.org/wiki/Kernersville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Xi Tau Zeta","","Atlantic County","https://en.wikipedia.org/wiki/Atlantic_County,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]",""
"","","","","","","Inactive","","","","","Omicron Tau Zeta"
"Pi Tau Zeta","","Tuscaloosa","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Rho Tau Zeta","April 14, 2000","Passaic County","https://en.wikipedia.org/wiki/Passaic_County,_New_Jersey","Morris County","https://en.wikipedia.org/wiki/Morris_County,_New_Jersey","Active","242","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:15-294","[","]","New Jersey"
"Sigma Tau Zeta","","Lufkin","https://en.wikipedia.org/wiki/Lufkin,_Texas","Nacogdoches","https://en.wikipedia.org/wiki/Nacogdoches,_Texas","Active","","","","","Texas"
"Tau Tau Zeta","","Wake County","https://en.wikipedia.org/wiki/Wake_County,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Upsilon Tau Zeta","","Batesville","https://en.wikipedia.org/wiki/Batesville,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Phi Tau Zeta","","Cheyenne","https://en.wikipedia.org/wiki/Cheyenne","Wyoming","https://en.wikipedia.org/wiki/Wyoming","Active","136","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:21-176","[","]",""
"Chi Tau Zeta","","Leesburg","https://en.wikipedia.org/wiki/Leesburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Psi Tau Zeta","","Carlsbad","https://en.wikipedia.org/wiki/Carlsbad,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","",""
"Omega Tau Zeta","","Brandon","https://en.wikipedia.org/wiki/Brandon,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Alpha Upsilon Zeta","February 16, 1942","Tallahassee","https://en.wikipedia.org/wiki/Tallahassee,_Florida","Leon County","https://en.wikipedia.org/wiki/Leon_County,_Florida","Active","282","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:26-338","[","]","Florida"
"Beta Upsilon Zeta","","Dothan","https://en.wikipedia.org/wiki/Dothan,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Gamma Upsilon Zeta","","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","","","","",""
"Delta Upsilon Zeta","","Waco","https://en.wikipedia.org/wiki/Waco,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","",""
"Mu Rho Zeta","","Akron","https://en.wikipedia.org/wiki/Akron,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Reassigned","342","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:39-399","[","]","Epsilon Upsilon Zeta first"
"Epsilon Upsilon Zeta","","Talladega","https://en.wikipedia.org/wiki/Talladega,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Zeta Upsilon Zeta","","Holly Springs","https://en.wikipedia.org/wiki/Holly_Springs,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Eta Upsilon Zeta","October 11, 1974","Fort Wayne","https://en.wikipedia.org/wiki/Fort_Wayne,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","","","","",""
"Theta Upsilon Zeta","","Tennessee","https://en.wikipedia.org/wiki/Tennessee","","","Active","","","","",""
"","","","","","","Inactive","","","","","Iota Upsilon Zeta"
"Kappa Upsilon Zeta","","Buffalo","https://en.wikipedia.org/wiki/Buffalo,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","","","","",""
"","","","","","","Inactive","","","","","Lambda Upsilon Zeta"
"Mu Upsilon Zeta","October 22, 2005","St. Charles Parish","https://en.wikipedia.org/wiki/St._Charles_Parish,_Louisiana","St. John the Baptist Parish","https://en.wikipedia.org/wiki/St._John_the_Baptist_Parish,_Louisiana","Active","354","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-414","[","]","St. James Parish"
"Nu Upsilon Zeta","October 10, 1987","Temple Terrace","https://en.wikipedia.org/wiki/Temple_Terrace,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
"","","","","","","Inactive","","","","","Xi Upsilon Zeta"
"","","","","","","Inactive","","","","","Omicron Upsilon Zeta"
"Pi Upsilon Zeta","April 8, 2008","Loudoun County","https://en.wikipedia.org/wiki/Loudoun_County,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","355","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-415","[","]",""
"Rho Upsilon Zeta","December 18, 1998","Cobb County","https://en.wikipedia.org/wiki/Cobb_County,_Georgia","Fulton County","https://en.wikipedia.org/wiki/Fulton_County,_Georgia","Active","356","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-416","[","]","Georgia"
"Sigma Upsilon Zeta","April 18, 2015","Opelousas","https://en.wikipedia.org/wiki/Opelousas,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Tau Upsilon Zeta","","Clinton","https://en.wikipedia.org/wiki/Clinton,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","223","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:31-275","[","]",""
"Upsilon Upsilon Zeta","","New Iberia","https://en.wikipedia.org/wiki/New_Iberia,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","",""
"Phi Upsilon Zeta","","Sterling","https://en.wikipedia.org/wiki/Sterling,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","",""
"Chi Upsilon Zeta","","Enterprise","https://en.wikipedia.org/wiki/Enterprise,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Psi Upsilon Zeta","","Hoover","https://en.wikipedia.org/wiki/Hoover,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","","","","",""
"Omega Upsilon Zeta","","Saint Thomas","https://en.wikipedia.org/wiki/Saint_Thomas,_U.S._Virgin_Islands","United States Virgin Islands","https://en.wikipedia.org/wiki/United_States_Virgin_Islands","Active","","","","",""
"Alpha Phi Zeta","February 27, 1942","Richmond","https://en.wikipedia.org/wiki/Richmond,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","357","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-417","[","]",""
"Beta Phi Zeta","April 13, 1946","Guthrie","https://en.wikipedia.org/wiki/Guthrie,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","107","https://en.wikipedia.org/wiki/List_of_Zeta_Phi_Beta_chapters#cite_note-:4-143","[","]",""
"Gamma Phi Zeta","November 20, 1948","Polk County","https://en.wikipedia.org/wiki/Polk_County,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","",""
