"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8"
"Iota Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","","Tacoma","https://en.wikipedia.org/wiki/Tacoma,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","","","Iota Mu Lambda","19xx ?"
"","September 1, 1970","Fresno","https://en.wikipedia.org/wiki/Fresno,_California","California","https://en.wikipedia.org/wiki/California","Active","181","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-257","[","]","","Iota Nu Lambda",""
"","","Opelousas","https://en.wikipedia.org/wiki/Opelousas,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","Iota Xi Lambda","19xx ?"
"","","Colorado Springs","https://en.wikipedia.org/wiki/Colorado_Springs,_Colorado","Colorado","https://en.wikipedia.org/wiki/Colorado","Active","","","","","","Iota Omicron Lambda","19xx ?"
"","December 22, 1969","Richmond Heights","https://en.wikipedia.org/wiki/Richmond_Heights,_Florida","Miami","https://en.wikipedia.org/wiki/Miami","Active","182","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-258","[","]","516","Iota Pi Lambda",""
"","September 2, 1970","Pontiac","https://en.wikipedia.org/wiki/Pontiac,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","183","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-259","[","]","517","Iota Rho Lambda",""
"","","Saint Croix","https://en.wikipedia.org/wiki/Saint_Croix","U.S. Virgin Islands","https://en.wikipedia.org/wiki/United_States_Virgin_Islands","Active","","","","","518","Iota Sigma Lambda","197x ?"
"Iota Tau Lambda","","Charlotte Court House","https://en.wikipedia.org/wiki/Charlotte_Court_House,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Inactive","","","","","519","","197x ?–xxxx ?"
"","","Silver Spring","https://en.wikipedia.org/wiki/Silver_Spring,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","520","Iota Upsilon Lambda","197x ?"
"Iota Phi Lambda","","Muskegon","https://en.wikipedia.org/wiki/Muskegon,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Inactive","","","","","521","","197x ?–xxxx ?"
"","","Saginaw","https://en.wikipedia.org/wiki/Saginaw,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","184","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-260","[","]","522","Iota Chi Lambda","1971"
"Iota Psi Lambda","","","","","","Inactive","","","","","","","197x ?–xxxx ?"
"Iota Omega Lambda","","","","","","Unassigned","","","","","","",""
"","","Seaside","https://en.wikipedia.org/wiki/Seaside,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","","Kappa Alpha Lambda","197x ?"
"","","Erie","https://en.wikipedia.org/wiki/Erie,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","","525","Kappa Beta Lambda","197x ?"
"","","Texarkana","https://en.wikipedia.org/wiki/Texarkana,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","","Kappa Gamma Lambda","197x ?"
"","","Lansing","https://en.wikipedia.org/wiki/Lansing,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","185","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-261","[","]","527","Kappa Delta Lambda","1972"
"","October 1972","Landover","https://en.wikipedia.org/wiki/Landover,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","186","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-262","[","]","528","Kappa Epsilon Lambda",""
"","","Clarksville","https://en.wikipedia.org/wiki/Clarksville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","86","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:21-148","[","]","529","Kappa Zeta Lambda","1973"
"","","Bakersfield","https://en.wikipedia.org/wiki/Bakersfield,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","","Kappa Eta Lambda","197x ?"
"","","Teaneck","https://en.wikipedia.org/wiki/Teaneck,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","531","Kappa Theta Lambda","197x ?"
"","","Willingboro Township","https://en.wikipedia.org/wiki/Willingboro_Township,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","532","Kappa Iota Lambda","197x ?"
"Kappa Kappa Lambda","","","","","","Inactive","","","","","","","197x ?–xxxx ?"
"Kappa Lambda Lambda","","","","","","Unassigned","","","","","","",""
"Kappa Mu Lambda","","Lorain","https://en.wikipedia.org/wiki/Lorain,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Inactive","","","","","534","","197x ?–xxxx ?"
"","July 1, 1974","Sheffield","https://en.wikipedia.org/wiki/Sheffield","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","535","Kappa Nu Lambda",""
"","August 22, 1974","New York City","https://en.wikipedia.org/wiki/New_York_City","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","536","Kappa Xi Lambda",""
"","July 2, 1974","Vallejo","https://en.wikipedia.org/wiki/Vallejo,_California","California","https://en.wikipedia.org/wiki/California","Active","187","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-264","[","]","","Kappa Omicron Lambda",""
"","September 26, 1974","Peoria","https://en.wikipedia.org/wiki/Peoria,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","188","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-265","[","]","538","Kappa Pi Lambda",""
"","October 1, 1974","Evansville","https://en.wikipedia.org/wiki/Evansville,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","189","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-266","[","]","539","Kappa Rho Lambda",""
"","November 1, 1974","Killeen","https://en.wikipedia.org/wiki/Killeen,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","190","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-267","[","]","540 ?","Kappa Sigma Lambda",""
"","November 24, 1974","Valdosta","https://en.wikipedia.org/wiki/Valdosta,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","191","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-268","[","]","541 ?","Kappa Tau Lambda",""
"","December 3, 1975","Mid-Hudson Valley","https://en.wikipedia.org/wiki/Hudson_Valley","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","542","Kappa Upsilon Lambda",""
"","March 1, 1975","Columbia","https://en.wikipedia.org/wiki/Columbia,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","192","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-269","[","]","543","Kappa Phi Lambda",""
"","January 17, 1975","Waukegan","https://en.wikipedia.org/wiki/Waukegan,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","193","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-270","[","]","544","Kappa Chi Lambda",""
"","","Kalamazoo","https://en.wikipedia.org/wiki/Kalamazoo,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","194","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-271","[","]","545","Kappa Psi Lamba","1975"
"","February 7, 1975","DeKalb","https://en.wikipedia.org/wiki/DeKalb,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","195","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-272","[","]","546","Mu Alpha Lambda",""
"","","Honolulu","https://en.wikipedia.org/wiki/Honolulu","Hawaii","https://en.wikipedia.org/wiki/Hawaii","Active","","","","","547 ?","Mu Beta Lambda","197x ?"
"","","Hattiesburg","https://en.wikipedia.org/wiki/Hattiesburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","548 ?","Mu Gamma Lambda","1975"
"","","Springfield","https://en.wikipedia.org/wiki/Springfield,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","","","","","549","Mu Delta Lambda","197x ?"
"","","Conway","https://en.wikipedia.org/wiki/Conway,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","550 ?","Mu Epsilon Lambda","197x ?"
"","October 7, 1975","Polk County","https://en.wikipedia.org/wiki/Polk_County,_Florida","Lakeland","https://en.wikipedia.org/wiki/Lakeland,_Florida","Active","196","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-273","[","]","551 ?","Mu Zeta Lambda",""
"","","Madison","https://en.wikipedia.org/wiki/Madison,_Wisconsin","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","552 ?","Mu Eta Lambda","197x ?"
"","","Providence","https://en.wikipedia.org/wiki/Providence,_Rhode_Island","Rhode Island","https://en.wikipedia.org/wiki/Rhode_Island","Active","12","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:6-20","[","]","553","Mu Theta Lambda","197x ?"
"Mu Iota Lambda","","","","","","Inactive","","","","","554 ?","","197x ?–xxxx ?"
"","April 5, 1976","Carbondale","https://en.wikipedia.org/wiki/Carbondale,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","197","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-274","[","]","555 ?","Mu Kappa Lambda",""
"Mu Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","August 14, 1976","Glen Ellyn","https://en.wikipedia.org/wiki/Glen_Ellyn,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","198","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-275","[","]","556 ?","Mu Mu Lambda",""
"Mu Nu Lambda","","","","","","Inactive","","","","","557 ?","","197x ?–xxxx ?"
"Mu Xi Lambda","","","","","","Inactive","","","","","558 ?","","197x ?–xxxx ?"
"","","Blytheville","https://en.wikipedia.org/wiki/Blytheville,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","559 ?","Mu Omicron Lambda","197x ?"
"","","Brookhaven","https://en.wikipedia.org/wiki/Brookhaven,_New_York","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","560 ?","Mu Pi Lambda","1977"
"","","Longview","https://en.wikipedia.org/wiki/Longview,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","561 ?","Mu Rho Lambda","197x ?"
"","","Culver City","https://en.wikipedia.org/wiki/Culver_City,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","562 ?","Mu Sigma Lambda","197x ?"
"Mu Tau Lambda","","","","","","Inactive","","","","","563 ?","","197x ?–xxxx ?"
"Mu Upsilon Lambda","","","","","","Inactive","","","","","564 ?","","197x ?–xxxx ?"
"","","Seoul","https://en.wikipedia.org/wiki/Seoul","South Korea","https://en.wikipedia.org/wiki/South_Korea","Active","","","","","565 ?","Mu Phi Lambda","197x ?"
"","December 4, 1977","Rock Island","https://en.wikipedia.org/wiki/Rock_Island,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","199","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-276","[","]","566 ?","Mu Chi Lambda",""
"","March 20, 1978","Homewood","https://en.wikipedia.org/wiki/Homewood,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","567 ?","Mu Psi Lambda",""
"Mu Omega Lambda","","","","","","Unassigned","","","","","","",""
"","","Marrero","https://en.wikipedia.org/wiki/Marrero,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","568 ?","Nu Alpha Lambda","197x ?"
"","","Stockton","https://en.wikipedia.org/wiki/Stockton,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","569 ?","Nu Beta Lambda","197x ?"
"","","Glassboro","https://en.wikipedia.org/wiki/Glassboro,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","48","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:25-90","[","]","570","Nu Gamma Lambda","197x ?"
"","","Chesapeake","https://en.wikipedia.org/wiki/Chesapeake,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","571","Nu Delta Lambda","197x ?"
"","","Richland","https://en.wikipedia.org/wiki/Richland,_Washington","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","","572 ?","Nu Epsilon Lambda","197x ?"
"","","Anchorage","https://en.wikipedia.org/wiki/Anchorage,_Alaska","Alaska","https://en.wikipedia.org/wiki/Alaska","Active","","","","","573 ?","Nu Zeta Lambda","197x ?"
"","","Gainesville","https://en.wikipedia.org/wiki/Gainesville,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","574 ?","Nu Eta Lambda","197x ?"
"","","St. Martinville","https://en.wikipedia.org/wiki/St._Martinville,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","575 ?","Nu Theta Lambda","197x ?"
"","December 5, 1979","Kinston","https://en.wikipedia.org/wiki/Kinston,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","576 ?","Nu Iota Lambda",""
"Nu Kappa Lambda","","","","","","Inactive","","","","","577 ?","","19xx ?–xxxx ?"
"Nu Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","","DeKalb County","https://en.wikipedia.org/wiki/DeKalb_County,_Georgia","Decatur","https://en.wikipedia.org/wiki/Decatur,_Georgia","Active","","","","","578 ?","Nu Mu Lambda","19xx ?"
"Nu Nu Lambda","","","","","","Inactive","","","","","579 ?","","19xx ?–xxxx ?"
"Nu Xi Lambda","","","","","","Inactive","","","","","580 ?","","19xx ?–xxxx ?"
"","","Virginia","https://en.wikipedia.org/wiki/Virginia","","","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","581","Nu Omicron Lambda","19xx ?"
"","March 27, 1981","Arlington","https://en.wikipedia.org/wiki/Arlington_County,_Virginia","Texas","https://en.wikipedia.org/wiki/Texas","Active","200","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-277","[","]","582 ?","Nu Pi Lambda",""
"Nu Rho Lambda","","","","","","Inactive","","","","","583 ?","","198x ?–xxxx ?"
"Nu Sigma Lambda","","","","","","Inactive","","","","","584 ?","","198x ?–xxxx ?"
"","","Santa Ana","https://en.wikipedia.org/wiki/Santa_Ana,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","585 ?","Nu Tau Lambda","198x ?"
"Nu Upsilon Lambda","","","","","","Inactive","","","","","586 ?","","198x ?–xxxx ?"
"Nu Phi Lambda","","","","","","Active","","","","","587 ?","","198x ?–2020"
"","","Iowa City","https://en.wikipedia.org/wiki/Iowa_City,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Active","","","","","588 ?","Nu Chi Lambda","198x ?"
"","May 15, 1981","Bloomington","https://en.wikipedia.org/wiki/Bloomington,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","201","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-278","[","]","589 ?","Nu Psi Lambda",""
"Nu Omega Lambda","","","","","","Unassigned","","","","","","","198x ?"
"","","Prince William County","https://en.wikipedia.org/wiki/Prince_William_County,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","590","Xi Alpha Lambda","1981"
"","","Temple","https://en.wikipedia.org/wiki/Temple,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","591 ?","Xi Beta Lambda","198x ?"
"","","Beaufort","https://en.wikipedia.org/wiki/Beaufort,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","592 ?","Xi Gamma Lambda","198x ?"
"","March 5, 1982","Henrico County","https://en.wikipedia.org/wiki/Henrico_County,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","202","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-279","[","]","593","Xi Delta Lambda",""
"","","Columbia","https://en.wikipedia.org/wiki/Columbia,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","594 ?","Xi Epsilon Lambda","198x ?"
"","","Moss Point","https://en.wikipedia.org/wiki/Moss_Point,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","595 ?","Xi Zeta Lambda","1982"
"","","North Harris County","https://en.wikipedia.org/wiki/Harris_County,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","596 ?","Xi Eta Lambda","198x ?"
"","","Spartanburg","https://en.wikipedia.org/wiki/Spartanburg,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","597 ?","Xi Theta Lambda","198x ?"
"","","Camarillo","https://en.wikipedia.org/wiki/Camarillo,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","598 ?","Xi Iota Lambda","198x ?"
"","","Missouri City","https://en.wikipedia.org/wiki/Missouri_City,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","599 ?","Xi Kappa Lambda","198x ?"
"Xi Lambda Lambda","","","","","","Unassigned","","","","","","",""
"Xi Mu Lambda","","","","","","Inactive","","","","","600 ?","","198x ?–xxxx ?"
"","","Baton Rouge","https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","601 ?","Xi Nu Lambda","198x ?"
"","","Frederick","https://en.wikipedia.org/wiki/Frederick,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","602","Xi Xi Lambda","198x ?"
"","","Fort Myers","https://en.wikipedia.org/wiki/Fort_Myers,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","603 ?","Xi Omicron Lambda","198x ?"
"Xi Pi Lambda","","","","","","Inactive","","","","","604 ?","","198x ?–xxxx ?"
"Xi Rho Lambda","","","","","","Inactive","","","","","605 ?","","198x ?–xxxx ?"
"Xi Sigma Lambda","","","","","","Inactive","","","","","606 ?","","198x ?–xxxx ?"
"","March 3, 1984","North Dallas County","https://en.wikipedia.org/wiki/Dallas_County,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","203","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-280","[","]","607 ?","Xi Tau Lambda",""
"Xi Upsilon Lambda","","","","","","Inactive","","","","","608 ?","","198x ?–xxxx ?"
"","January 18, 1984","Summerville","https://en.wikipedia.org/wiki/Summerville,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","204","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-281","[","]","609 ?","Xi Phi Lambda",""
"Xi Chi Lambda","","","","","","Inactive","","","","","610 ?","","198x ?–xxxx ?"
"","November 17, 1984","Palmetto","https://en.wikipedia.org/wiki/Palmetto,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","205","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-282","[","]","611 ?","Xi Psi Lambda",""
"Xi Omega Lambda","","","","","","Unassigned","","","","","","",""
"","","Fredericksburg","https://en.wikipedia.org/wiki/Fredericksburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","612","Omicron Alpha Lambda","198x ?"
"","June 15, 1985","Clearwater","https://en.wikipedia.org/wiki/Clearwater,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","206","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-283","[","]","613 ?","Omicron Beta Lambda",""
"Omicron Gamma Lambda","","","","","","Inactive","","","","","614 ?","","198x ?–xxxx ?"
"","","Philadelphia","https://en.wikipedia.org/wiki/Philadelphia","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","11","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:262-18","[","]","615","Omicron Delta Lambda","198x ?"
"","","Amarillo","https://en.wikipedia.org/wiki/Amarillo,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","616 ?","Omicron Epsilon Lambda","198x ?"
"","","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","617 ?","Omicron Zeta Lambda","198x ?"
"","September 1, 1985","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","","","Active","207","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-284","[","]","618","Omicron Eta Lambda",""
"","August 31, 1985","Hayward","https://en.wikipedia.org/wiki/Hayward,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","619 ?","Omicron Theta Lambda",""
"","","Columbia","https://en.wikipedia.org/wiki/Columbia,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","620 ?","Omicron Iota Lambda","198x ?"
"","","Sumter","https://en.wikipedia.org/wiki/Sumter,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","621 ?","Omicron Kappa Lambda","198x ?"
"","","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","","","Active","","","","","622 ?","Omicron Lambda Lambda","198x ?"
"","","Cobb County","https://en.wikipedia.org/wiki/Cobb_County,_Georgia","Marietta","https://en.wikipedia.org/wiki/Marietta,_Georgia","Active","","","","","623 ?","Omicron Mu Lambda","198x ?"
"","","Fort Knox","https://en.wikipedia.org/wiki/Fort_Knox","Kentucky","https://en.wikipedia.org/wiki/Kentucky","Active","","","","","623 ?","Omicron Nu Lambda","198x ?"
"","","Grandview","https://en.wikipedia.org/wiki/Grandview,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Active","","","","","624 ?","Omicron Xi Lambda","198x ?"
"Omicron Omicron Lambda","","","","","","Inactive","","","","","625 ?","","198x ?–xxxx ?"
"Omicron Pi Lambda","","","","","","Inactive","","","","","626 ?","","198x ?–xxxx ?"
"","","Vicksburg","https://en.wikipedia.org/wiki/Vicksburg,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","627 ?","Omicron Rho Lambda","1987"
"","","Murfreesboro","https://en.wikipedia.org/wiki/Murfreesboro,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","86","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:21-148","[","]","628 ?","Omicron Sigma Lambda","1987"
"","","Aiken","https://en.wikipedia.org/wiki/Aiken,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","629 ?","Omicron Tau Lambda","198x ?"
"","","Delray Beach","https://en.wikipedia.org/wiki/Delray_Beach,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","630 ?","Omicron Upsilon Lambda","198x ?"
"","","East Point","https://en.wikipedia.org/wiki/East_Point,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","p","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-285","[","]","631 ?","Omicron Phi Lambda","198x ?"
"Omicron Chi Lambda","","","","","","Inactive","","","","","632 ?","","198x ?–xxxx ?"
"","September 11, 2021","LaPlace","https://en.wikipedia.org/wiki/LaPlace,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","633","Omicron Psi Lambda",""
"Omicron Omega Lambda","","","","","","Unassigned","","","","","","",""
"","May 1, 1988","College Station","https://en.wikipedia.org/wiki/College_Station,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","208","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-286","[","]","634 ?","Pi Alpha Lambda",""
"Pi Beta Lambda","","","","","","Inactive","","","","","635 ?","","19xx ?–xxxx ?"
"","","Morrow","https://en.wikipedia.org/wiki/Morrow,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","636 ?","Pi Gamma Lambda","19xx ?"
"","","Georgetown","https://en.wikipedia.org/wiki/Georgetown,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","637 ?","Pi Delta Lambda","19xx ?"
"","January 24, 1990","Auburn","https://en.wikipedia.org/wiki/Auburn,_Alabama","Opelika","https://en.wikipedia.org/wiki/Opelika,_Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","638 ?","Pi Epsilon Lambda",""
"","","Reno","https://en.wikipedia.org/wiki/Reno,_Nevada","Nevada","https://en.wikipedia.org/wiki/Nevada","Active","","","","","639 ?","Pi Zeta Lambda","199x ?"
"","","Dublin","https://en.wikipedia.org/wiki/Dublin,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","640 ?","Pi Eta Lambda","199x ?"
"","March 11, 1991","San Antonio","https://en.wikipedia.org/wiki/San_Antonio","Texas","https://en.wikipedia.org/wiki/Texas","Active","209","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-287","[","]","641 ?","Pi Theta Lambda",""
"","","Tifton","https://en.wikipedia.org/wiki/Tifton,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","642 ?","Pi Iota Lambda","199x ?"
"Pi Kappa Lambda","","","","","","Inactive","","","","","643 ?","","199x ?–xxxx ?"
