"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row href","tablescraper-selected-row 4","tablescraper-selected-row href 2","tablescraper-selected-row 5","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8"
"","December 22, 1953","Orlando","https://en.wikipedia.org/wiki/Orlando,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","149","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-216","[","]","202","Delta Xi Lambda",""
"Delta Omicron Lambda","","Princess Anne","https://en.wikipedia.org/wiki/Princess_Anne,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Inactive","98","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:10-160","[","]","203","","19xx ?–xxxx ?"
"","September 12, 1948","Selma","https://en.wikipedia.org/wiki/Selma,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","204","Delta Pi Lambda",""
"","September 3, 1949","San Antonio","https://en.wikipedia.org/wiki/San_Antonio","Texas","https://en.wikipedia.org/wiki/Texas","Active","150","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-217","[","]","205","Delta Rho Lambda",""
"","","Pine Bluff","https://en.wikipedia.org/wiki/Pine_Bluff,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","206","Delta Sigma Lambda","194x ?"
"","December 3, 1949","Phoenix","https://en.wikipedia.org/wiki/Phoenix,_Arizona","Arizona","https://en.wikipedia.org/wiki/Arizona","Active","152","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-219","[","]","207","Delta Tau Lambda",""
"","","Shreveport","https://en.wikipedia.org/wiki/Shreveport,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","208","Delta Upsilon Lambda","194x ?"
"","February 15, 1949","Tuscaloosa","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","209","Delta Phi Lambda",""
"","","Milwaukee","https://en.wikipedia.org/wiki/Milwaukee","Wisconsin","https://en.wikipedia.org/wiki/Wisconsin","Active","","","","","210","Delta Chi Lambda","194x ?"
"","May 21, 1949","Denver","https://en.wikipedia.org/wiki/Denver","Colorado","https://en.wikipedia.org/wiki/Colorado","Active","153","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-220","[","]","211 ?","Delta Psi Lambda",""
"Delta Omega Lambda","","","","","","Unassigned","","","","","","",""
"","April 27, 1952","Washington","https://en.wikipedia.org/wiki/Washington,_D.C.","","","Active","44","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:27-86","[","]","500","Omicron Lambda Alpha",""
"Omicron Lambda Beta","January 24, 1954","Champaign","https://en.wikipedia.org/wiki/Champaign,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive","155","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:1-222","[","]","501","","– 1964; 196x–197x; 1994–1999"
"","","Conway","https://en.wikipedia.org/wiki/Conway,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","212 ?","Epsilon Alpha Lamba","19xx ?"
"","","Macon","https://en.wikipedia.org/wiki/Macon,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","213","Epsilon Beta Lamba","19xx ?"
"","","Boston","https://en.wikipedia.org/wiki/Boston","Massachusetts","https://en.wikipedia.org/wiki/Massachusetts","Active","","","","","214","Epsilon Gamma Lambda","19xx ?"
"","January 1, 1949","Calhoun County","https://en.wikipedia.org/wiki/Calhoun_County,_Alabama","Talladega County","https://en.wikipedia.org/wiki/Talladega_County,_Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","215","Epsilon Delta Lambda",""
"","","Waco","https://en.wikipedia.org/wiki/Waco,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","216 ?","Epsilon Epsilon Lambda","19xx ?"
"","","Portland","https://en.wikipedia.org/wiki/Portland,_Oregon","Oregon","https://en.wikipedia.org/wiki/Oregon","Active","","","","","217 ?","Epsilon Zeta Lambda","19xx ?"
"Epsilon Eta Lambda","","Charleston","https://en.wikipedia.org/wiki/Charleston,_Missouri","Missouri","https://en.wikipedia.org/wiki/Missouri","Inactive","","","","","218","","19xx ?–xxxx ?"
"","","Hamilton","https://en.wikipedia.org/wiki/Hamilton,_Bermuda","Bermuda","https://en.wikipedia.org/wiki/Bermuda","Active","","","","","219","Epsilon Theta Lambda","19xx ?"
"","","Suffolk","https://en.wikipedia.org/wiki/Suffolk,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","220","Epsilon Iota Lambda","19xx ?"
"","","Grambling","https://en.wikipedia.org/wiki/Grambling,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","221","Epsilon Kappa Lambda","19xx ?"
"Epsilon Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","","Pensacola","https://en.wikipedia.org/wiki/Pensacola,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","222","Epsilon Mu Lambda","19xx ?"
"","","Portsmouth","https://en.wikipedia.org/wiki/Portsmouth,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","223","Epsilon Nu Lambda","19xx ?"
"","","Mound Bayou","https://en.wikipedia.org/wiki/Mound_Bayou,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","224 ?","Epsilon Xi Lambda","1951"
"","","Lawrenceville","https://en.wikipedia.org/wiki/Lawrenceville,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","","","","","225","Epsilon Omicron Lambda","195x ?"
"","March 30, 1952","Ocala","https://en.wikipedia.org/wiki/Ocala,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","156","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-224","[","]","226 ?","Epsilon Pi Lambda",""
"","January 1, 1952","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","227 ?","Epsilon Rho Lambda",""
"","February 15, 1977","Rocky Mount","https://en.wikipedia.org/wiki/Rocky_Mount,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","228 ?","Epsilon Sigma Lambda",""
"","November 7, 1952","Prairie View","https://en.wikipedia.org/wiki/Prairie_View,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","157","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-225","[","]","229 ?","Epsilon Tau Lambda",""
"","","Flint","https://en.wikipedia.org/wiki/Flint,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","158","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-227","[","]","230","Epsilon Upsilon Lambda","1953"
"","","Port Arthur","https://en.wikipedia.org/wiki/Port_Arthur,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","231 ?","Epsilon Phi Lambda","195x ?"
"","December 7, 1953","Elizabeth City","https://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","232 ?","Epsilon Chi Lambda",""
"Epsilon Psi Lambda","","Alexandria","https://en.wikipedia.org/wiki/Alexandria,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Inactive","","","","","233","","195x ?–xxxx ?"
"Epsilon Omega Lambda","","","","","","Unassigned","","","","","","",""
"","","Fort Lauderdale","https://en.wikipedia.org/wiki/Fort_Lauderdale,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","234","Zeta Alpha Lambda","1954"
"","","Sacramento","https://en.wikipedia.org/wiki/Sacramento,_California","California","https://en.wikipedia.org/wiki/California","Active","","","","","235 ?","Zeta Beta Lambda","195x ?"
"","","Langston","https://en.wikipedia.org/wiki/Langston,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","","","","","236","Zeta Gamma Lambda","195x ?"
"","","Springfield","https://en.wikipedia.org/wiki/Springfield,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","","","","","237","Zeta Delta Lambda","195x ?"
"","","Red Bank","https://en.wikipedia.org/wiki/Red_Bank,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","238","Zeta Epsilon Lambda","195x ?"
"","January 1, 1955","Greenville","https://en.wikipedia.org/wiki/Greenville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","240 ?","Zeta Eta Lambda",""
"","April 24, 1955","St. Albans, Queens","https://en.wikipedia.org/wiki/St._Albans,_Queens","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","239","Zeta Zeta Lambda",""
"","","Harrisburg","https://en.wikipedia.org/wiki/Harrisburg,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","","241","Zeta Theta Lambda","195x ?"
"","","Trenton","https://en.wikipedia.org/wiki/Trenton,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","242","Zeta Iota Lambda","195x ?"
"","","Des Moines","https://en.wikipedia.org/wiki/Des_Moines,_Iowa","Iowa","https://en.wikipedia.org/wiki/Iowa","Active","","","","","243","Zeta Kappa Lambda","195x ?"
"Zeta Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","","Biloxi","https://en.wikipedia.org/wiki/Biloxi,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","244 ?","Zeta Mu Lambda","1956"
"","","Plainfield","https://en.wikipedia.org/wiki/Plainfield,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","245","Zeta Nu Lambda","195x ?"
"Zeta Xi Lambda First","January 18, 1954","Evanston","https://en.wikipedia.org/wiki/Evanston,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive, Reassigned","159","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:31-228","[","]","246","","– 19xx ?"
"","September 1, 2004","Champaign","https://en.wikipedia.org/wiki/Champaign,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","159","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:31-228","[","]","246","Zeta Xi Lambda",""
"","","Philadelphia","https://en.wikipedia.org/wiki/Philadelphia","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Active","","","","","247","Zeta Omicron Lambda","195x ?"
"","","Seattle","https://en.wikipedia.org/wiki/Seattle","Washington","https://en.wikipedia.org/wiki/Washington_(state)","Active","","","","","248 :","Zeta Pi Lambda","195x ?"
"","November 6, 1956","Dover","https://en.wikipedia.org/wiki/Dover,_Delaware","Delaware","https://en.wikipedia.org/wiki/Delaware","Active","160","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-231","[","]","249","Zeta Rho Lambda",""
"","January 22, 1957","San Diego","https://en.wikipedia.org/wiki/San_Diego","California","https://en.wikipedia.org/wiki/California","Active","161","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-232","[","]","250 ?","Zeta Sigma Lambda",""
"Zeta Tau Lambda First","","Amarillo","https://en.wikipedia.org/wiki/Amarillo,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive, Reassigned","162","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:19-233","[","]","251 ?","","19xx ?–xxxx ?"
"","August 24, 2004","South Houston","https://en.wikipedia.org/wiki/South_Houston,_Texas","Southeast Houston","https://en.wikipedia.org/wiki/Southeast_Houston","Active","162","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:19-233","[","]","251 ?","Zeta Tau Lambda",""
"Virginia","December 12, 1975","Reston","https://en.wikipedia.org/wiki/Reston,_Virginia","Fairfax County","https://en.wikipedia.org/wiki/Fairfax_County,_Virginia","Active","163","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-234","[","]","252","Zeta Upsilon Lambda",""
"","April 21, 1957","Stamford","https://en.wikipedia.org/wiki/Stamford,_Connecticut","Connecticut","https://en.wikipedia.org/wiki/Connecticut","Active","","","","","253","Zeta Phi Lambda",""
"Zeta Chi Lambda","","","","","","Inactive","","","","","255 ?","","195x ?–xxxx ?"
"","October 4, 1957","Lake Charles","https://en.wikipedia.org/wiki/Lake_Charles,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","164","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-235","[","]","254","Zeta Psi Lambda",""
"Zeta Omega Lambda","","","","","","Unassigned","","","","","","",""
"","June 25, 1957","New Haven","https://en.wikipedia.org/wiki/New_Haven,_Connecticut","Connecticut","https://en.wikipedia.org/wiki/Connecticut","Active","165","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-236","[","]","256","Eta Alpha Lambda",""
"","","Wichita","https://en.wikipedia.org/wiki/Wichita,_Kansas","Kansas","https://en.wikipedia.org/wiki/Kansas","Active","","","","","257","Eta Beta Lambda","195x ?"
"Eta Gamma Lambda","","Lafayette","https://en.wikipedia.org/wiki/Lafayette,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Inactive","","","","","258","","195x ?–xxxx ?"
"","","Monroe","https://en.wikipedia.org/wiki/Monroe,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","259 ?","Eta Delta Lambda","195x ?"
"","April 15, 1959","Annapolis","https://en.wikipedia.org/wiki/Annapolis,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","166","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-237","[","]","262","Eta Eta Lambda",""
"","November 2, 1958","Westchester County","https://en.wikipedia.org/wiki/Westchester_County,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","261","Eta Zeta Lambda",""
"","October 6, 1958","Monrovia","https://en.wikipedia.org/wiki/Monrovia","Liberia","https://en.wikipedia.org/wiki/Liberia","Active","167","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-238","[","]","260","Eta Epsilon Lambda",""
"","June 13, 1959","Wyandanch","https://en.wikipedia.org/wiki/Wyandanch,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","263","Eta Theta Lambda",""
"","December 8, 1959","Athens","https://en.wikipedia.org/wiki/Athens,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","168","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-239","[","]","264","Eta Iota Lambda",""
"","March 24, 1960","Fort Pierce","https://en.wikipedia.org/wiki/Fort_Pierce,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","265","Eta Kappa Lambda",""
"Eta Lambda Lambda","","","","","","Unassigned","","","","","","",""
"","January 1, 1960","Gastonia","https://en.wikipedia.org/wiki/Gastonia,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","266","Eta Mu Lambda",""
"","March 25, 1960","Grand Rapids","https://en.wikipedia.org/wiki/Grand_Rapids,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","169","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-240","[","]","267","Eta Nu Lambda",""
"","","Lawton","https://en.wikipedia.org/wiki/Lawton,_Oklahoma","Oklahoma","https://en.wikipedia.org/wiki/Oklahoma","Active","","","","","268","Eta Xi Lambda","196x ?"
"","August 26, 1960","Rock Hill","https://en.wikipedia.org/wiki/Rock_Hill,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","170","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-241","[","]","269","Eta Omicron Lambda",""
"","April 16, 1960","Pasadena","https://en.wikipedia.org/wiki/Pasadena,_California","California","https://en.wikipedia.org/wiki/California","Active","171","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-242","[","]","270 ?","Eta Pi Lambda",""
"","October 2, 1960","Rochester","https://en.wikipedia.org/wiki/Rochester,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","271","Eta Rho Lambda",""
"","July 8, 1960","San Jose","https://en.wikipedia.org/wiki/San_Jose,_California","California","https://en.wikipedia.org/wiki/California","Active","172","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-243","[","]","272 ?","Eta Sigma Lambda",""
"","August 23, 1960","Akron","https://en.wikipedia.org/wiki/Akron,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Active","19","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:15-38","[","]","273","Eta Tau Lambda",""
"Eta Upsilon Lambda First","","Odessa","https://en.wikipedia.org/wiki/Odessa,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive, Reassigned","k","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-245","[","]","274 ?","","196x ?–xxxx ?"
"","August 4, 2015","Monticello","https://en.wikipedia.org/wiki/Monticello,_Arkansas","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","173","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-246","[","]","274 ?","Eta Upsilon Lambda",""
"","","Columbus","https://en.wikipedia.org/wiki/Columbus,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","275","Eta Phi Lambda","1961"
"","October 17, 1961","Rockland County","https://en.wikipedia.org/wiki/Rockland_County,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","276","Eta Chi Lambda",""
"","","Tucson","https://en.wikipedia.org/wiki/Tucson,_Arizona","Arizona","https://en.wikipedia.org/wiki/Arizona","Active","","","","","277 ?","Eta Psi Lambda","196x ?"
"Eta Omega Lambda","","","","","","Unassigned","","","","","279 ?","",""
"","January 1, 1962","Gadsden","https://en.wikipedia.org/wiki/Gadsden,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","278","Theta Alpha Lamba",""
"Theta Gamma Lambda","","Dothan","https://en.wikipedia.org/wiki/Dothan,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Inactive","","","","","280","","196x ?–xxxx ?"
"","","El Paso","https://en.wikipedia.org/wiki/El_Paso,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","281 ?","Theta Delta Lambda","196x ?"
"","","Saint Thomas","https://en.wikipedia.org/wiki/Saint_Thomas,_U.S._Virgin_Islands","U.S. Virgin Islands","https://en.wikipedia.org/wiki/United_States_Virgin_Islands","Active","","","","","282","Theta Epsilon Lambda","196x ?"
"","January 23, 1962","Ann Arbor","https://en.wikipedia.org/wiki/Ann_Arbor,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","174","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-247","[","]","283","Theta Zeta Lambda",""
"","December 31, 1962","St. Petersburg","https://en.wikipedia.org/wiki/St._Petersburg,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","175","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-248","[","]","284","Theta Eta Lambda",""
"","","Frankfurt","https://en.wikipedia.org/wiki/Frankfurt","Germany","https://en.wikipedia.org/wiki/Germany","Active","","","","","285","Theta Theta Lambda","196x ?"
"","","Springfield","https://en.wikipedia.org/wiki/Springfield,_Massachusetts","Massachusetts","https://en.wikipedia.org/wiki/Massachusetts","Active","12","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:6-20","[","]","286","Theta Iota Lambda","196x ?"
"Theta Kappa Lambda","","","","","","Inactive","","","","","287 ?","","196x ?–xxxx ?"
"Theta Lambda Lambda","","","","","","Unassigned","","","","","","",""
"Theta Mu Lambda First","December 12, 1963","Calumet City","https://en.wikipedia.org/wiki/Calumet_City,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Inactive, Reassigned","176","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:32-249","[","]","288","","– 196x ?"
"","December 2, 1986","Joliet","https://en.wikipedia.org/wiki/Joliet,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","176","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:32-249","[","]","288","Theta Mu Lambda",""
"","","La Grange","https://en.wikipedia.org/wiki/LaGrange,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","289","Theta Nu Lambda","196x ?"
"","","South Bend","https://en.wikipedia.org/wiki/South_Bend,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","177","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-252","[","]","290","Theta Xi Lambda","1965–19xx ?, xxxx ?"
"","January 1, 1964","Goldsboro","https://en.wikipedia.org/wiki/Goldsboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","291","Theta Omicron Lambda",""
"","","Las Vegas","https://en.wikipedia.org/wiki/Las_Vegas","Nevada","https://en.wikipedia.org/wiki/Nevada","Active","","","","","292 ?","Theta Pi Lambda","196x ?"
"","","Arlington County","https://en.wikipedia.org/wiki/Arlington_County,_Virginia","Alexandria","https://en.wikipedia.org/wiki/Alexandria,_Virginia","Active","","","","","293","Theta Rho Lambda","196x ?"
"","","Natchez","https://en.wikipedia.org/wiki/Natchez,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Active","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","294","Theta Sigma Lambda","1965"
"","","Helena","https://en.wikipedia.org/wiki/Helena,_Montana","Arkansas","https://en.wikipedia.org/wiki/Arkansas","Active","","","","","295 ?","Theta Tau Lambda","196x ?"
"","January 6, 1966","Fort Wayne","https://en.wikipedia.org/wiki/Fort_Wayne,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","178","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-253","[","]","296","Theta Upsilon Lambda",""
"","","Bennettsville","https://en.wikipedia.org/wiki/Bennettsville,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","297","Theta Phi Lambda","196x ?"
"Theta Chi Lambda","","Schenectady","https://en.wikipedia.org/wiki/Schenectady,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Inactive","","","","","298","","196x ?–xxxx ?"
"","","Somerset","https://en.wikipedia.org/wiki/Somerset,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","","","","","299","Theta Psi Lambda","196x ?"
"Theta Omega Lambda","","","","","","Unassigned","","","","","","","196x ?–xxxx ?"
"","November 11, 1966","Aberdeen","https://en.wikipedia.org/wiki/Aberdeen,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","179","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-254","[","]","502","Iota Alpha Lambda",""
"","","Cocoa","https://en.wikipedia.org/wiki/Cocoa,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","503","Iota Beta Lambda","1966"
"Iota Gamma Lambda","","","","","","Inactive","","","","","504","","196x ?–xxxx ?"
"","May 1, 1968","Chicago","https://en.wikipedia.org/wiki/Chicago","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","180","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-255","[","]","505","Iota Delta Lambda","– 197x ?; 1980"
"Iota Epsilon Lambda First","","Long Binh Post","https://en.wikipedia.org/wiki/Long_Binh_Post","South Vietnam","https://en.wikipedia.org/wiki/South_Vietnam","Inactive, Reassigned","","","","","506","","196x ?–xxxx ?"
"","","Nassau","https://en.wikipedia.org/wiki/Nassau,_Bahamas","The Bahamas","https://en.wikipedia.org/wiki/The_Bahamas","Active","","","","","506","Iota Epsilon Lambda",""
"","","Compton","https://en.wikipedia.org/wiki/Compton,_California","Los Angeles","https://en.wikipedia.org/wiki/Los_Angeles","Active","","","","","","Iota Zeta Lambda","196x ?"
"","","Denmark","https://en.wikipedia.org/wiki/Denmark,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","508","Iota Eta Lambda","196x ?"
"","","Endicott","https://en.wikipedia.org/wiki/Endicott,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","509","Iota Theta Lambda","1968"
"","January 10, 1969","Ithaca","https://en.wikipedia.org/wiki/Ithaca,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","510","Iota Iota Lambda",""
"","April 22, 1969","Syracuse","https://en.wikipedia.org/wiki/Syracuse,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","511","Iota Kappa Lambda",""
