"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","reference","reference href","cite-bracket","cite-bracket 2","mw-redirect","mw-redirect href"
"1093","Omega Epsilon","November 1, 1949","University of Toledo","https://en.wikipedia.org/wiki/University_of_Toledo","Toledo, Ohio","https://en.wikipedia.org/wiki/Toledo,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1007","Eta (Third)","November 18, 1949","Alcorn State University","https://en.wikipedia.org/wiki/Alcorn_State_University","Lorman, Mississippi","https://en.wikipedia.org/wiki/Lorman,_Mississippi","Active","","","","","",""
"1095","Beta Gamma","December 5, 1950","Cheyney, Pennsylvania","https://en.wikipedia.org/wiki/Cheyney,_Pennsylvania","","","Active","","","","","Cheyney University of Pennsylvania","https://en.wikipedia.org/wiki/Cheyney_University_of_Pennsylvania"
"1099","Zeta Gamma","March 11, 1951","Youngstown State University","https://en.wikipedia.org/wiki/Youngstown_State_University","Youngstown, Ohio","https://en.wikipedia.org/wiki/Youngstown,_Ohio","Active","","","","","",""
"1097","Delta Gamma","May 18, 1951","Fayetteville State University","https://en.wikipedia.org/wiki/Fayetteville_State_University","Fayetteville, North Carolina","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Active","","","","","",""
"1098","Epsilon Gamma","May 18, 1951","Saint Paul's College","https://en.wikipedia.org/wiki/Saint_Paul%27s_College_(Virginia)","Lawrenceville, Virginia","https://en.wikipedia.org/wiki/Lawrenceville,_Virginia","Inactive","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1096","Gamma Gamma","October 1, 1951","Grambling State University","https://en.wikipedia.org/wiki/Grambling_State_University","Grambling, Louisiana","https://en.wikipedia.org/wiki/Grambling,_Louisiana","Active","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]","",""
"1100","Eta Gamma","October 1, 1951","Central State University","https://en.wikipedia.org/wiki/Central_State_University","Wilberforce, Ohio","https://en.wikipedia.org/wiki/Wilberforce,_Ohio","Inactive","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1101","Theta Gamma","May 15, 1952","Eastern Michigan University","https://en.wikipedia.org/wiki/Eastern_Michigan_University","Ypsilanti, Michigan","https://en.wikipedia.org/wiki/Ypsilanti,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","",""
"1102","Iota Gamma (First)","","Fresno, California","https://en.wikipedia.org/wiki/Fresno,_California","","","Inactive, Reassigned","","","","","Fresno State College","https://en.wikipedia.org/wiki/Fresno_State_College"
"1024","Alpha Psi (Second)","October 1, 1953","Huston–Tillotson University","https://en.wikipedia.org/wiki/Huston%E2%80%93Tillotson_University","Austin, Texas","https://en.wikipedia.org/wiki/Austin,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1103","Kappa Gamma","March 8, 1954","Florida Memorial University","https://en.wikipedia.org/wiki/Florida_Memorial_University","","","Active","q","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-45","[","]","Miami, Florida","https://en.wikipedia.org/wiki/Miami,_Florida"
"1240","Gamma Kappa","March 8, 1954","Salisbury University","https://en.wikipedia.org/wiki/Salisbury_University","Salisbury, Maryland","https://en.wikipedia.org/wiki/Salisbury,_Maryland","Active","r","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-46","[","]","",""
"1104","Lambda Gamma","May 15, 1954","Elizabeth City State University","https://en.wikipedia.org/wiki/Elizabeth_City_State_University","Elizabeth City, North Carolina","https://en.wikipedia.org/wiki/Elizabeth_City,_North_Carolina","Active","","","","","",""
"1105","Mu Gamma (First)","December 4, 1957","","","Bishop College","https://en.wikipedia.org/wiki/Bishop_College","Inactive, Reassigned","s","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-47","[","]","Dallas, Texas","https://en.wikipedia.org/wiki/Dallas,_Texas"
"1106","Nu Gamma","April 1, 1959","Oakland University","https://en.wikipedia.org/wiki/Oakland_University","Auburn Hills, Michigan","https://en.wikipedia.org/wiki/Auburn_Hills,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","",""
"1018","Sigma (Third)","March 4, 1961","Michigan State University","https://en.wikipedia.org/wiki/Michigan_State_University","Lansing, Michigan","https://en.wikipedia.org/wiki/Lansing,_Michigan","Active","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]","",""
"1022","Chi (Second)","","Edward Waters University","https://en.wikipedia.org/wiki/Edward_Waters_University","Jacksonville, Florida","https://en.wikipedia.org/wiki/Jacksonville,_Florida","Active","","","","","",""
"1108","Omicron Gamma","September 10, 1962","University of the District of Columbia","https://en.wikipedia.org/wiki/University_of_the_District_of_Columbia","Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C.","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1109","Pi Gamma","November 30, 1962","Norfolk State University","https://en.wikipedia.org/wiki/Norfolk_State_University","Norfolk, Virginia","https://en.wikipedia.org/wiki/Norfolk,_Virginia","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1291","Zeta Mu","October 23, 1962","California State University, Dominguez Hills","https://en.wikipedia.org/wiki/California_State_University,_Dominguez_Hills","Carson, California","https://en.wikipedia.org/wiki/Carson,_California","Active","","","","","",""
"1110","Rho Gamma","January 11, 1963","Stillman College","https://en.wikipedia.org/wiki/Stillman_College","Tuscaloosa, Alabama","https://en.wikipedia.org/wiki/Tuscaloosa,_Alabama","Active","","","","","",""
"1107","Xi Gamma","February 3, 1963","San Jose State University","https://en.wikipedia.org/wiki/San_Jose_State_University","San Jose, California","https://en.wikipedia.org/wiki/San_Jose,_California","Active","","","","","",""
"1112","Tau Gamma","April 1, 1965","Southern Illinois University Edwardsville","https://en.wikipedia.org/wiki/Southern_Illinois_University_Edwardsville","Edwardsville, Illinois","https://en.wikipedia.org/wiki/Edwardsville,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]","",""
"1111","Sigma Gamma","April 26, 1965","University of New Mexico","https://en.wikipedia.org/wiki/University_of_New_Mexico","Albuquerque, New Mexico","https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico","Active","","","","","",""
"1028","Epsilon Psi (Second)","February 1, 1968","Wichita State University","https://en.wikipedia.org/wiki/Wichita_State_University","Wichita, Kansas","https://en.wikipedia.org/wiki/Wichita,_Kansas","Active","","","","","",""
"1113","Upsilon Gamma","February 3, 1968","Western Michigan University","https://en.wikipedia.org/wiki/Western_Michigan_University","Kalamazoo, Michigan","https://en.wikipedia.org/wiki/Kalamazoo,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","",""
"1051","Epsilon Sigma (Second)","March 1, 1968","Bowie State University","https://en.wikipedia.org/wiki/Bowie_State_University","Bowie, Maryland","https://en.wikipedia.org/wiki/Bowie,_Maryland","Active","","","","","",""
"1041","Sigma Psi (Second)","May 15, 1968","Ohio University","https://en.wikipedia.org/wiki/Ohio_University","Athens, Ohio","https://en.wikipedia.org/wiki/Athens,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1055","Iota Sigma","November 16, 1968","University of Central Missouri","https://en.wikipedia.org/wiki/University_of_Central_Missouri","Warrensburg, Missouri","https://en.wikipedia.org/wiki/Warrensburg,_Missouri","Active","","","","","",""
"1087","Sigma Epsilon (Second)","December 7, 1968","Barber–Scotia College","https://en.wikipedia.org/wiki/Barber%E2%80%93Scotia_College","Concord, North Carolina","https://en.wikipedia.org/wiki/Concord,_North_Carolina","Active","2","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:10-2","[","]","",""
"1114","Phi Gamma","December 16, 1968","University of North Texas","https://en.wikipedia.org/wiki/University_of_North_Texas","Denton, Texas","https://en.wikipedia.org/wiki/Denton,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1115","Chi Gamma","March 26, 1969","University of Detroit Mercy","https://en.wikipedia.org/wiki/University_of_Detroit_Mercy","","","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","Detroit, Michigan","https://en.wikipedia.org/wiki/Detroit,_Michigan"
"","","","Marygrove College","https://en.wikipedia.org/wiki/Marygrove_College","","","","","","","","",""
"1118","Alpha Theta","March 29, 1969","Arizona State University","https://en.wikipedia.org/wiki/Arizona_State_University","Tempe, Arizona","https://en.wikipedia.org/wiki/Tempe,_Arizona","Active","","","","","",""
"1117","Omega Gamma","March 29, 1969","Canyon, Texas","https://en.wikipedia.org/wiki/Canyon,_Texas","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","West Texas State University","https://en.wikipedia.org/wiki/West_Texas_State_University"
"1116","Psi Gamma","April 1, 1969","Kent State University","https://en.wikipedia.org/wiki/Kent_State_University","Kent, Ohio","https://en.wikipedia.org/wiki/Kent,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1136","Tau Theta","May 17, 1969","Eastern Illinois University","https://en.wikipedia.org/wiki/Eastern_Illinois_University","Charleston, Illinois","https://en.wikipedia.org/wiki/Charleston,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]","",""
"1120","Gamma Theta","July 3, 1969","Western Kentucky University","https://en.wikipedia.org/wiki/Western_Kentucky_University","Bowling Green, Kentucky","https://en.wikipedia.org/wiki/Bowling_Green,_Kentucky","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1121","Delta Theta","September 3, 1969","Southeastern University","https://en.wikipedia.org/wiki/Southeastern_University_(Washington,_D.C.)","Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C.","Active","5","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:15-5","[","]","",""
"1581","Kappa Nu","September 9, 1969","Binghamton University","https://en.wikipedia.org/wiki/Binghamton_University","Binghamton, New York","https://en.wikipedia.org/wiki/Binghamton,_New_York","Active","","","","","",""
"1122","Epsilon Theta","September 15, 1969","Madison, Wisconsin","https://en.wikipedia.org/wiki/Madison,_Wisconsin","","","Active","29","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:25-49","[","]","University of Wisconsin","https://en.wikipedia.org/wiki/University_of_Wisconsin"
"1123","Zeta Theta","September 16, 1969","Georgia State University","https://en.wikipedia.org/wiki/Georgia_State_University","","","Active","","","","","Atlanta, Georgia","https://en.wikipedia.org/wiki/Atlanta,_Georgia"
"1124","Eta Theta","December 5, 1969","University of Texas at Austin","https://en.wikipedia.org/wiki/University_of_Texas_at_Austin","Austin, Texas","https://en.wikipedia.org/wiki/Austin,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1119","Beta Theta","December 12, 1969","Mississippi Valley State University","https://en.wikipedia.org/wiki/Mississippi_Valley_State_University","Itta Bena, Mississippi","https://en.wikipedia.org/wiki/Itta_Bena,_Mississippi","Active","","","","","",""
"1015","Omicron (Second)","","Columbia University","https://en.wikipedia.org/wiki/Columbia_University","","","Active","","","","","New York City, New York","https://en.wikipedia.org/wiki/New_York_City,_New_York"
"1126","Iota Theta","January 15, 1970","Northwest Missouri State University","https://en.wikipedia.org/wiki/Northwest_Missouri_State_University","Maryville, Missouri","https://en.wikipedia.org/wiki/Maryville,_Missouri","Active","","","","","",""
"","","","Missouri Western State University","https://en.wikipedia.org/wiki/Missouri_Western_State_University","","","","","","","","",""
"","","","Truman State University","https://en.wikipedia.org/wiki/Truman_State_University","","","","","","","","",""
"1128","Lambda Theta","January 17, 1970","Shepherd University","https://en.wikipedia.org/wiki/Shepherd_University","Shepherdstown, West Virginia","https://en.wikipedia.org/wiki/Shepherdstown,_West_Virginia","Active","","","","","",""
"1125","Theta Theta","February 1, 1970","East Texas A&M University","https://en.wikipedia.org/wiki/East_Texas_A%26M_University","Commerce, Texas","https://en.wikipedia.org/wiki/Commerce,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1129","Mu Theta","February 1, 1970","Iowa State University","https://en.wikipedia.org/wiki/Iowa_State_University","Ames, Iowa","https://en.wikipedia.org/wiki/Ames,_Iowa","Active","","","","","",""
"1130","Nu Theta","February 11, 1970","","","","","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","Lawrence Institute of Technology","https://en.wikipedia.org/wiki/Lawrence_Institute_of_Technology"
"1131","Xi Theta","March 11, 1970","Ashland, Ohio","https://en.wikipedia.org/wiki/Ashland,_Ohio","","","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","Ashland College","https://en.wikipedia.org/wiki/Ashland_College"
"1132","Omicron Theta","April 10, 1970","Carbondale, Illinois","https://en.wikipedia.org/wiki/Carbondale,_Illinois","","","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]","Southern Illinois University-Carbondale","https://en.wikipedia.org/wiki/Southern_Illinois_University-Carbondale"
"1133","Pi Theta","April 10, 1970","Northern Michigan University","https://en.wikipedia.org/wiki/Northern_Michigan_University","Marquette, Michigan","https://en.wikipedia.org/wiki/Marquette,_Michigan","Inactive","","","","","",""
"1134","Rho Theta","April 25, 1970","Prairie View A&M University","https://en.wikipedia.org/wiki/Prairie_View_A%26M_University","Prairie View, Texas","https://en.wikipedia.org/wiki/Prairie_View,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1135","Sigma Theta","May 14, 1970","Denmark, South Carolina","https://en.wikipedia.org/wiki/Denmark,_South_Carolina","","","Active","","","","","Voorhees College","https://en.wikipedia.org/wiki/Voorhees_College"
"1137","Upsilon Theta","May 22, 1970","Lamar University","https://en.wikipedia.org/wiki/Lamar_University","Beaumont, Texas","https://en.wikipedia.org/wiki/Beaumont,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1142","Alpha Beta","May 23, 1970","Murray State University","https://en.wikipedia.org/wiki/Murray_State_University","Murray, Kentucky","https://en.wikipedia.org/wiki/Murray,_Kentucky","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1138","Phi Theta","August 1, 1970","Cleveland State University","https://en.wikipedia.org/wiki/Cleveland_State_University","","","Active","","","","","Cleveland, Ohio","https://en.wikipedia.org/wiki/Cleveland,_Ohio"
"1139","Chi Theta","August 1, 1970","Florida State University","https://en.wikipedia.org/wiki/Florida_State_University","Tallahassee, Florida","https://en.wikipedia.org/wiki/Tallahassee,_Florida","Active","","","","","",""
"1140","Psi Theta","August 1, 1970","University of Cincinnati","https://en.wikipedia.org/wiki/University_of_Cincinnati","","","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","Cincinnati, Ohio","https://en.wikipedia.org/wiki/Cincinnati,_Ohio"
"1102","Iota Gamma (Second)","November 8, 1970","The College of New Jersey","https://en.wikipedia.org/wiki/The_College_of_New_Jersey","Trenton, New Jersey","https://en.wikipedia.org/wiki/Trenton,_New_Jersey","Active","","","","","",""
"1141","Omega Theta","November 11, 1970","University of Houston","https://en.wikipedia.org/wiki/University_of_Houston","","","Active","","","","","Houston, Texas","https://en.wikipedia.org/wiki/Houston,_Texas"
"1156","Omicron Beta","December 6, 1970","Central Michigan University","https://en.wikipedia.org/wiki/Central_Michigan_University","Mount Pleasant, Michigan","https://en.wikipedia.org/wiki/Mount_Pleasant,_Michigan","Active","13","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:26-19","[","]","",""
"1143","Beta Beta","January 8, 1971","University of Akron","https://en.wikipedia.org/wiki/University_of_Akron","Akron, Ohio","https://en.wikipedia.org/wiki/Akron,_Ohio","Active","20","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:16-31","[","]","",""
"1144","Gamma Beta","January 8, 1971","Paine College","https://en.wikipedia.org/wiki/Paine_College","Augusta, Georgia","https://en.wikipedia.org/wiki/Augusta,_Georgia","Active","","","","","",""
"1145","Delta Beta","January 15, 1971","Coppin State University","https://en.wikipedia.org/wiki/Coppin_State_University","","","Active","","","","","Baltimore, Maryland","https://en.wikipedia.org/wiki/Baltimore,_Maryland"
"1146","Epsilon Beta","February 4, 1971","Western Illinois University","https://en.wikipedia.org/wiki/Western_Illinois_University","Macomb, Illinois","https://en.wikipedia.org/wiki/Macomb,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]","",""
"1147","Zeta Beta","February 19, 1971","University of Dayton","https://en.wikipedia.org/wiki/University_of_Dayton","Dayton, Ohio","https://en.wikipedia.org/wiki/Dayton,_Ohio","Active","","","","","",""
"1148","Eta Beta","February 22, 1971","University of Tennessee at Chattanooga","https://en.wikipedia.org/wiki/University_of_Tennessee_at_Chattanooga","Chattanooga, Tennessee","https://en.wikipedia.org/wiki/Chattanooga,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1149","Theta Beta","March 1, 1971","Vanderbilt University","https://en.wikipedia.org/wiki/Vanderbilt_University","Nashville, Tennessee","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1150","Iota Beta","April 1, 1971","University of Tennessee","https://en.wikipedia.org/wiki/University_of_Tennessee","Knoxville, Tennessee","https://en.wikipedia.org/wiki/Knoxville,_Tennessee","Active","","","","","",""
"1151","Kappa Beta","April 1, 1971","Rust College","https://en.wikipedia.org/wiki/Rust_College","Holly Springs, Mississippi","https://en.wikipedia.org/wiki/Holly_Springs,_Mississippi","Active","","","","","",""
"1152","Lambda Beta","April 20, 1971","Colorado State University","https://en.wikipedia.org/wiki/Colorado_State_University","Evans, Colorado","https://en.wikipedia.org/wiki/Evans,_Colorado","Active","","","","","",""
"1153","Mu Beta","May 4, 1971","University of Texas at Arlington","https://en.wikipedia.org/wiki/University_of_Texas_at_Arlington","Arlington, Texas","https://en.wikipedia.org/wiki/Arlington,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1155","Xi Beta","May 12, 1971","Henderson State University","https://en.wikipedia.org/wiki/Henderson_State_University","Arkadelphia, Arkansas","https://en.wikipedia.org/wiki/Arkadelphia,_Arkansas","Active","26","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:17-40","[","]","",""
"1154","Nu Beta","May 14, 1971","Marshall University","https://en.wikipedia.org/wiki/Marshall_University","Huntington, West Virginia","https://en.wikipedia.org/wiki/Huntington,_West_Virginia","Active","","","","","",""
"1157","Pi Beta","June 1, 1971","Illinois State University","https://en.wikipedia.org/wiki/Illinois_State_University","Normal, Illinois","https://en.wikipedia.org/wiki/Normal,_Illinois","Active","21","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:22-33","[","]","",""
"1158","Rho Beta","September 15, 1971","McNeese State University","https://en.wikipedia.org/wiki/McNeese_State_University","Lake Charles, Louisiana","https://en.wikipedia.org/wiki/Lake_Charles,_Louisiana","Inactive","23","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:18-36","[","]","",""
"1159","Sigma Beta","October 7, 1971","","","Indiana University–Purdue University Indianapolis","https://en.wikipedia.org/wiki/Indiana_University%E2%80%93Purdue_University_Indianapolis","Inactive","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]","Indianapolis, Indiana","https://en.wikipedia.org/wiki/Indianapolis,_Indiana"
"1160","Tau Beta","October 20, 1971","Ramapo College","https://en.wikipedia.org/wiki/Ramapo_College","Mahwah, New Jersey","https://en.wikipedia.org/wiki/Mahwah,_New_Jersey","Active","","","","","",""
"","","","Rutgers University–Camden","https://en.wikipedia.org/wiki/Rutgers_University%E2%80%93Camden","Camden, New Jersey","https://en.wikipedia.org/wiki/Camden,_New_Jersey","","","","","","",""
"1161","Upsilon Beta","November 11, 1971","Ball State University","https://en.wikipedia.org/wiki/Ball_State_University","Muncie, Indiana","https://en.wikipedia.org/wiki/Muncie,_Indiana","Active","27","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:23-41","[","]","",""
"1162","Phi Beta","November 18, 1971","Hawkins, Texas","https://en.wikipedia.org/wiki/Hawkins,_Texas","","","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","Jarvis Christian College","https://en.wikipedia.org/wiki/Jarvis_Christian_College"
"1164","Psi Beta","January 12, 1972","Morehead State University","https://en.wikipedia.org/wiki/Morehead_State_University","Morehead, Kentucky","https://en.wikipedia.org/wiki/Morehead,_Kentucky","Active","6","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:0-7","[","]","",""
"1163","Chi Beta","January 14, 1972","California State University, Long Beach","https://en.wikipedia.org/wiki/California_State_University,_Long_Beach","Long Beach, California","https://en.wikipedia.org/wiki/Long_Beach,_California","Active","","","","","",""
"1165","Omega Beta","March 9, 1972","Stephen F. Austin State University","https://en.wikipedia.org/wiki/Stephen_F._Austin_State_University","Nacogdoches, Texas","https://en.wikipedia.org/wiki/Nacogdoches,_Texas","Active","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","",""
"1166","Alpha Delta","March 9, 1972","Austin, Texas","https://en.wikipedia.org/wiki/Austin,_Texas","","","Inactive","16","https://en.wikipedia.org/wiki/List_of_Omega_Psi_Phi_chapters#cite_note-:21-24","[","]","Dallas Baptist College","https://en.wikipedia.org/wiki/Dallas_Baptist_College"
